vehicle	group	manufacturer	model	division	powertrain	status	thumbnail
3901	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3902	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3903	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Stored		07/09/2018
3904	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3905	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Retired		07/09/2018
3906	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3907	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3908	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Retired		07/09/2018
3909	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3910	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Retired		07/09/2018
3911	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3912	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Retired		07/09/2018
3913	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3914	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3915	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3916	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3917	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3918	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Retired		07/09/2018
3919	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Retired		07/09/2018
3920	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Retired		07/09/2018
3921	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3922	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3923	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Retired		07/09/2018
3924	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3925	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3926	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Retired		07/09/2018
3927	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3928	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3929	3900-3959	"New Flyer"	"2003 D40LF"	Shoemaker	S50EGR-B400R	Active		07/09/2018
3930	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Active		07/09/2018
3931	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3932	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Active		07/09/2018
3933	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Active		07/09/2018
3934	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3935	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3936	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Active		07/09/2018
3937	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3938	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Active		07/09/2018
3939	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3940	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3941	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3942	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3943	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3944	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Stored		07/09/2018
3945	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Stored		07/09/2018
3946	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3947	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Active		07/09/2018
3948	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Active		07/09/2018
3949	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3950	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3951	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Stored		07/09/2018
3952	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3953	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3954	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3955	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3956	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3957	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3958	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3959	3900-3959	"New Flyer"	"2003 D40LF"	Gilbert	S50EGR-B400R	Retired		07/09/2018
3975	3975-3989	"New Flyer"	"2004 D40LF"	Shoemaker	S50EGR-B400R	Stored		07/09/2018
3976	3975-3989	"New Flyer"	"2004 D40LF"	Shoemaker	S50EGR-B400R	Unknown		07/09/2018
3977	3975-3989	"New Flyer"	"2004 D40LF"	Shoemaker	S50EGR-B400R	Stored		07/09/2018
