107_1_107	107 St Regis	Sheppard West Stn	Pioneer Village Stn	107 Pioneer Village Stn	via Petrolia
107_0_107wi	107 St Regis	Pionner Village Stn	Wilson Stn	107 Wilson Stn	N/A
107_1_wi107	107 St Regis	Wilson Stn	Pionner Village Stn	107 Pioneer Village Stn	N/A
108_0_108A	108 Driftwood	Pionner Village Stn	Sheppard West Stn	108A Sheppard West Stn 	via Grandravine
108_1_108A	108 Driftwood	Sheppard West Stn	Pioneer Village Stn	108A Pionner Village Stn	via Grandravine
108_0_108B	108 Driftwood	Pionner Village Stn	Sheppard West Stn	108B Sheppard West Stn	via Arleta
108_1_108B	108 Driftwood	Sheppard West Stn	Pioneer Village Stn	108B Pionner Village Stn	via Arleta
108_0_108C	108 Driftwood	Pionner Village Stn	Wilson Stn	108C Wilson Stn	via Arleta
108_1_108C	108 Driftwood	Wilson Stn	Pionner Village Stn	108C Pionner Village Stn	via Arleta
108_0_PVFI	108 Driftwood	Pioneer Village Stn	Driftwood Ave/Finch Ave	108S Finch	last trip
108_1_STPVc	108 Driftwood	Driftwood/Strong Ave	Pioneer Village Stn	108 Pioneer Village Stn	N/A
109_0_109B	109 Ranee	Neptune Drive	Eglinton West Stn	109B Eglinton West Stn	via Flemington and Marlee
109_1_109B	109 Ranee	Eglinton West Stn 	Neptune Drive	109B Neptune	via Marlee and Flemington
109_0_109C	109 Ranee	Neptune Drive	Eglinton West Stn	109C Eglinton West Stn	via Varna and Marlee
109_1_109C	109 Ranee	Eglinton West Stn 	Neptune Drive	109C Neptune	via Marlee and Varna
110_0_110A	110 Islington South	Long Branch Loop	Islington Stn	110 Islington Stn	via Browns Line and Horner
110_1_110A	110 Islington South	Islington Stn	Long Branch Loop	110A Long Branch 	via Horner and Browns Line
110_0_110B	110 Islington South	Long Branch Loop	Islington Stn	110 Islington Stn	via 30th Street and Horner
110_1_110B	110 Islington South	Islington Stn	Long Branch Loop	110B Long Branch 	via Horner and 30th Street
110_0_110C	110 Islington South	Lake Shore	Islington Stn	110 Islington Stn	via Horner and 30th Street
110_1_110C	110 Islington South	Islington Stn	Lake Shore	110C Lake Shore	N/A
110_0_110Cpm	110 Islington South	Lake Shore	Islington Stn	110 Islington Stn	via Horner and 30th Street
110_1_110Cpm	110 Islington South	Islington Stn	Lake Shore	110 Lake Shore	N/A
111_0_111	111 East Mall	Eglinton Avenue West	Kipling Stn	111 Kipling Stn	N/A
111_1_111	111 East Mall	Kipling Stn	Eglinton Avenue West	111 Eglinton	N/A
112_0_112B	112 West Mall	Renforth Stn	Kipling Stn	112B Kipling Stn	N/A
112_1_112B	112 West Mall 	Kipling Stn	Renforth Stn	112B Renforth Stn	N/A
112_0_112Ca	112 West Mall	Disco Road	Kipling Stn	112C Kipling Stn	via Renforth Stn
112_1_112Ca	112 West Mall 	Kipling Stn	Disco Road	112C Disco Road	via Renforth Stn
112_0_112Cp	112 West Mall	Disco Road	Kipling Stn	112C Kipling Stn	via Renforth Stn
112_1_112Cp	112 West Mall	Kipling Stn	Disco Road	112C Disco Road	via Renforth Stn
112_0_112E	112 West Mall	Eringate Drive	Kipling Stn	112E Kipling Stn	Express / School Trip 
113_0_113	113 Danforth Road	Main Street Stn	Kennedy Stn	113 Kennedy Stn	N/A
113_1_113	113 Danforth Road	Kennedy Stn	Main Street Stn	113 Main Street Stn	N/A
113_0_113con	113 Danforth Road	Victoria Park Stn	Kennedy Stn	113 Kennedy Stn	Diverted to Victoria Park due to work at Main St Stn
113_1_113con	113 Danforth Road	Kennedy Stn	Victoria Park Stn	113A Victoria Park Stn	Diverted to Victoria Park due to work at Main St Stn
115_0_115	115 Silver Hills 	Leslie Street	York Mills Stn	115 York Mills Stn	N/A
115_1_115	115 Silver Hills	York Mills Stn	Leslie Street	115 Leslie	N/A
116_0_116A	116 Morningside	Kennedy Stn	Morrish Rd/Ellesmere (Conlins Rd) 	116A Conlins Rd	via Ellesmere
116_1_116A	116 Morningside	Morrish Rd/Ellesmere (Collins Rd) 	Kennedy Stn	116 Kennedy Stn	N/A
116_0_116B	116 Morningside	Kennedy Stn	Eglinton/Kingston Rd	116B Kingston Rd	School Year only
116_1_116B	116 Morningside	Eglinton/Kingston Rd	Kennedy Stn	116 Kennedy Stn	School Year only
116_0_116C	116 Morningside	Kennnedy Stn	Morningside/Nightstar (Finch)	116C Finch	N/A
116_1_116C	116 Morningside	Morningside/Nightstar (Finch)	Kennedy Stn	116 Kennedy Stn	N/A
116_0_mons	116 Morningside	Morningside/Staines	Morningside/Nightstar 	116 Kennedy Stn	N/A
117_0_117	117 Alness-Chesswood	Steeles 	Sheppard West Stn	117 Sheppard West Stn	N/A
117_1_117	117 Alness-Chesswood	Sheppard West Stn	Steeles 	117 Steeles	N/A
118_0_118a	118 Thistle Down 	Thistle Down/Albion 	Wilson Stn	118 Wilson Stn	via Tandridge
118_1_118a	118 Thistle Down	Wilson Stn	Thistle Down/Albion 	118 Thistle Down	N/A
118_0_118p	118 Thistle Down 	Thistle Down/Albion 	Wilson Stn	118 Wilson Stn	N/A
118_1_118p	118 Thistle Down	Wilson Stn	Thistle Down/Albion 	118 Thistle Down	via Tandridge
119_0_119a	119 Tobarrie	Arrow Rd/Sheppard 	Wilson Stn	119 Wilson Stn	via Torbarrie
119_1_119a	119 Tobarrie	Wilson Stn	Arrow Rd/Sheppard 	119 Sheppard 	via Clayson
119_0_119p	119 Tobarrie	Arrow Rd/Sheppard 	Wilson Stn	119 Wilson Stn	via Clayson
119_1_119p	119 Tobarrie	Wilson Stn 	Arrow Rd/Sheppard 	119 Sheppard 	via Torbarrie
120_0_120	120 Calvington 	Sheppard Avenue West	Wilson Stn	120 Wilson Stn	N/A
120_1_120	120 Calvington 	Wilson Stn	Sheppard Avenue West	120 Sheppard/Jane	N/A
120_0_NRGI	120 Calvington 	Giltspur/Magellan	Northover/Sheppard 	120 Sheppard/Jane	last trip
121_0_121A	121 Fort York-Esplanade 	Princess Gate Loop	Cherry Beach	121A Cherry Beach	via Union Stn
121_1_121A	121 Fort York-Esplanade 	Cherry Beach	Princess Gate Loop	121A Exhibtion 	via Union Stn
121_0_121C	121 Fort York-Esplande	Princess Gate Loop	Cherry Beach	121C Cherry Beach	via Union Stn
121_1_121C	121 Fort York-Esplande	Cherry Beach	Princess Gate Loop	121C Distillery	via Union Stn
121_0_121D	121 Fort York-Esplanade 	Ontario Place	Cherry Beach	121D Cherry Beach	Special Summer Route/via Union Stn
121_1_121D	121 Fort York-Esplanade 	Cherry Beach	Ontario Place 	121D Ontario Place	Special Summer Route/via Distillery & Union Stn
122_0_122	122 Graydon Hall	York Mills Stn	Roywood/Fenside 	122 Roywood	via Lesmill 
122_1_122	122 Graydon Hall	Roywood/Fenside 	York Mills Stn	122 York Mills Stn	N/A
122_0_122*	122 Graydon Hall	York Mills Stn	Roywood/Fenside 	122 Roywood	via Lesmill
122_1_122*	122 Graydon Hall	Roywood/Fenside 	York Mills Stn	122 York Mills Stn	N/A
123_0_123B	123 Sherway	Kipling Stn	Long Branch Loop	123B Long Branch	via East Mall/Sherway
123_1_123B	123 Sherway	Long Branch Loop	Kipling Stn	123B Kipling Stn	via Sherway/East Mall
123_0_123C	123 Sherway	Kipling Stn	Long Branch Loop	123C Long Branch	via Sherway and North Queen
123_1_123C	123 Sherway	Long Branch Loop	Kipling Stn	123C Kipling Stn	via North Queen and Sherway
123_0_123D	123 Sherway	Kipling Stn	Sherway Gardens	123D Sherway	via East Mall
123_1_123D	123 Sherway	Sherway Gardens	Kipling Stn	123D Kipling Stn	via East Mall
123_0_123F	123 Sherway	Kipling Stn	Sherway Gardens	123F Sherway	via West Mall
132_1_123F	123 Sherway	Sherway Gardens	Kipling Stn	123F Kipling Stn	via West Mall
124_0_124	124 Sunnybrook	Lawrence Stn	Sunnybrook Hospital Main Entrance 	124 Sunnybrook	N/A
124_1_124	124 Sunnybrook	Sunnybrook Hospital Main Entrance 	Lawrence Stn	124 Lawrence Stn	N/A
125_0_125	125 Drewry	Bathurst (Torresdale)	Finch Stn	125 Finch Stn	N/A
125_1_125	125 Drewry	Finch Stn	Bathurst (Torresdale)	125 Bathurst	N/A
125_1_TOBA	125 Drewry	Antibes/Torresdale	Bathurst/Antibes	125 Bathurst	last trip
125_0_ANBA	125 Drewry	Antibes/Torresdale	Bathurst/Antibes	125 Bathurst	Last trip
126_0_126	126 Christie 	St. Clair West Stn	Christie Stn	126 Christie Stn	N/A
126_1_126	126 Christie 	Christie Stn	St. Clair West Stn	126 St. Clair Stn	N/A
127_0_127	127 Davenport 	Townsley Loop	Spadina Stn	127 Spadina Stn	N/A
127_1_127	127 Davenport 	Spadina Stn	Townsley Loop	127 St. Clair and Old Weston Rd	N/A
129_0_129A	129 McCowan North	Major Mackenzie/Bridle Walk	Scarborough Centre 	129A Scarborough Centre 	N/A
129_1_129A	129 McCowan North	Scarborough Centre 	Major Mackenzie/Bridle Walk	129A Major Mackenzie	Extra Fare Required North of Steeles
129_0_129B	129 McCowan North	Steeles	Scarborough Centre 	129 Scarborough Centre 	N/A
129_1_129B	129 McCowan North	Scarborough Centre 	Steeles 	129B Steeles	N/A
130_0_130A	130 Middlefield	Steeles	Scarborough Centre 	130 Scarborough Centre	N/A
130_1_130A	130 Middlefield	Scarborough Centre 	Steeles 	130A Steeles	N/A
130_0_130B	130 Middlefield	Steeles 	Scarborough Centre 	130 Scarborough Centre	via Maybrook
130_1_130B	130 Middlefield	Scarborough Centre 	Steeles 	130B Steeles	via Maybrook
131_0_131A	131 Nugget	Swells/Morningview Trail	Scarborough Centre 	131 Scarborough Centre	N/A
131_1_131A	131 Nugget	Scarborough Centre 	Swells/Morningview Trail	131A Old Finch/Morningview	N/A
131_0_131Ar	131 Nugget	Swells/Morningview Trail	Scarborough Centre 	131 Scarborough Centre 	N/A
131_1_131Ar	131 Nugget	Scarborough Centre 	Swells/Morningview Trail	131A Old Finch/Morningview 	N/A
131_0_MVMOr	131 Nugget 	Swells/Morningview Trail	Morningside/John Stoner Drive	131S Short Turn	N/A
131_0_131Er	131 Nugget	Swells/Morningview Trail	Kennedy Stn	131E Kennedy Stn	via Scarborough Centre
131_1_131Er	131 Nugget	Kennedy Stn	Swells/Morningview Trail	131E Old Finch/Morningview	via Scarborough Centre 
132_0_132	132 Milner	Hupfield Trail	Scarborough Centre 	132 Scarborough Centre 	N/A
132_1_132	132 Milner	Scarborough Centre 	Hupfield Trail	132 McLevin & Hupfield	N/A
132_0_HPSE	132 Milner	Hupfield/Sewells	Sewells/Brenyon Way	132S Short Turn	Last Trip 
133_0_133	133 Neilson 	Finch/Morningside 	Scarborough Centre 	133 Scarborough Centre 	via Centernary
133_1_133	133 Neilson 	Scarborough Centre	Finch/Morningside 	133 Morningside Heights	via Centernary
134_0_134A	134 Progress	Finch Avenue East	Scarborough Centre 	134 Scarborough Centre 	N/A
134_1_134A	134 Progress	Scarborough Centre 	Finch Avenue East	134A Finch	via Tapscott
134_0_134Ar	134 Progress	Finch Avenue East	Scarborough Centre 	134 Scarborough Centre 	N/A
134_1_134Ar	134 Progress	Scarborough Centre 	Finch Avenue East	134A Finch	via Tapscott
134_0_134Bam	134 Progress	McNicoll Avenue	Scarborough Centre 	134 Scarborough Centre 	via Tapscott
134_1_134Bam	134 Progress	Scarborough Centre 	McNicoll Avenue	134B McNicoll	via Tapscott
134_0_134Bpm	134 Progress	McNicoll Avenue	Scarborough Centre 	134 Scarborough Centre 	via Tapscott
134_1_134Bpm	134 Progress	Scarborough Centre 	McNicoll Avenue	134B McNicoll	via Tapscott
134_0_134C	134 Progress	Centennial College	Scarborough Centre 	134 Scarborough Centre 	N/A
134_1_134C	134 Progress	Scarborough Centre 	Centennial College	134C Centennial College	N/A
134_1_TAFD*	134 Progress 	Tapscott/Crow Trail	Finch/Baldoon 	134 McNicoll	N/A
135_0_135	135 Gerrard	Main Street Stn	Warden Stn	135 Warden Stn	N/A
135_1_135	135 Gerrard	Warden Stn	Main Street Stn	135 Main Street Stn	N/A
135_0_135con	135 Gerrard 	Victoria Park Stn	Warden Stn	135 Warden Stn	Diverted to Victoria Park due to work at Main St Stn
135_1_135con	135 Gerrard 	Warden Stn	Victoria Park Stn	135A Victoria Park Stn	Diverted to Victoria Park due to work at Main St Stn
141_0_141am	141 Mt. Pleasant Express	Spadina Avenue	Redpath/Eglinton	141 Eglinton	N/A
141_1_141am	141 Downtown Express	Redpath/Eglinton	Spadina Avenue	141 Downtown	Extra Fare Required
141_0_141pm	141 Mt. Pleasant Express	Spadina Avenue	Redpath/Eglinton	141 Eglinton	N/A
141_1_141pm	141 Downtown Express	Redpath/Eglinton	Spadina Avenue	141 Downtown	Extra Fare Required
142_0_142	142 Avenue Rd Express	Simcoe/Adelaide	Bombay Loop	142 Highway 401	N/A
142_1_142	142 Downtown Express	Bombay Loop	Simcoe/Adelaide	142 Downtown	Extra Fare Required
142_0_SICH	142 Downtown Express	Simcoe/Adelaide	Charles St.West	142 Downtown	Extra Fare Required
143_0_143	143 Beaches Express	Simcoe/Adelaide	Neville Park Blvd	143 Neville Park	N/A
143_1_143	143 Downtown Express	Neville Park Blvd	Simcoe/Adelaide	143 Downtown	N/A
143_1_SHAS	143 Beaches Express	Sherbourne/Richmond	Simcoe/Adelaide	143 Neville Park	N/A
144_0_144	144 Downtown Express	Victoria Park/Ellesmere	Simcoe/Adelaide	144 Downtown	Extra Fare Required
144_1_144	144 Don Valley Express	Simcoe/Adelaide	Victoria Park/Ellesmere	144 York Mills	N/A
144_0_JVAS	144 Don Valley Express	Jarvis/Richmond	Simcoe/Adelaide	144 York Mills	N/A
145_0_145Aam	145 Humber Bay Express	Mimico Avenue	Spadina Avenue	145 Downtown	Extra Fare Required
145_1_145Aam	145 Downtown Express	Spadina Avenue	Mimico Avenue	145 Mimico Avenue	N/A
145_0_145Apm	145 Humber Bay Express	King St. West	Mimico Avenue	145 Mimico Avenue	N/A
145_1_145Apm	145 Downtown Express	Mimico Avenue	King St. West	145 Downtown	Extra Fare Required
145_0_145B1	145 Humber Bay Express	Adelaide St. West	Kipling Avenue	145 Kipling Avenue	N/A
145_0_145B2	145 Humber Bay Express	Richmond St. West	Kipling Avenue	145 Kipling Avenue	N/A
145_0_145B3	145 Humber Bay Express	King St. West	Kipling Avenue	145 Kipling Avenue	N/A
145_1_145B	145 Downtown Express	Kipling Avenue	Adelaide St. West	145 Downtown	Extra Fare Required
145_0_ADRM	145 Downtown Express	Kipling Avenue	Richmond St. West/Spadina Avenue	145 Richmond/Spadina	N/A
160_0_160	160 Bathurst North	Centre Street	Wilson Stn	160 Wilson Stn	N/A
160_1_160	160 Bathurst North	Wilson Stn	Centre Street	160 Centre Street	Extra Fare Required North of Steeles
161_0_BAFW	161 Rogers Road	Alliance Ave/Jane St	Ossington Stn	161 Ossington Stn	N/A
161_0_161	161 Rogers Road	Alliance Ave/Jane St	Ossington Stn	161 Ossington Stn	N/A
161_1_161	161 Rogers Road	Ossington Stn	Alliance Ave/Jane St	161 Jane Street	N/A
161_0_ljro	161 Rogers Road	Alliance Ave/Jane St	Alliance Ave/Rockcliffe Blvd	161S Short Turn	N/A
162_0_162	162 Lawrence-Donway	Don Mills Road	Lawrence Stn	162 Lawrence Stn	N/A
162_1_162	162 Lawrence-Donway	Lawrence Stn	Don Mills Road	162 Don Mills	N/A
165_0_165AAM	165 Weston Rd North	York Mills Stn 	Steeles 	165 Steeles	N/A
165_0_165A	165 Weston Rd North	Steeles	York Mills Stn	165 York Mills Stn	via Wilson Stn
165_1_165A	165 Weston Rd North	York Mills Stn	Steeles	165 Steeles	via Wilson Stn
165_0_165Apm	165 Weston Rd North	Steeles	York Mills Stn	165 York Mills Stn	via Wilson Stn
167_0_167A	167 Pharmacy North 	Esna Park Loop/Steeles	Don Mills Stn	167 Don Mills Stn	via Consumers Rd
167_1_167A	167 Pharmacy North 	Don Mills Stn	Esna Park Loop/Steeles	167A Steeles 	via Consumers Rd
167_0_167B	167 Pharmacy North 	Esna Park Loop/Steeles	Don Mills Stn	167 Don Mills Stn	N/A
167_1_167B	167 Pharmacy North 	Don Mills Stn	Esna Park Loop/Steeles	167B Steeles 	N/A
168_0_168	168 Symington 	Avon Loop/Weston Road	Dundas West Stn	168 Dundas West Stn	N/A
168_1_168	168 Symington 	Dundas West Stn	Avon Loop/Weston Road	168 Rogers Road 	N/A
169_0_169A	169 Huntingwood	Scarborough Centre 	Don Mills Stn	169A Don Mills Stn	via Van Horne
169_1_169A	169 Huntingwood	Don Mills Stn	Scarborough Centre 	169A Scarborough Centre 	via Van Horne
169_0_169B	169 Huntingwood	Scarborough Centre 	Don Mills Stn	169B Don Mills Stn	N/A
169_1_169B	169 Huntingwood	Don Mills Stn	Scarborough Centre 	169B Scarborough Centre	N/A
169_1_MCDO	169 Huntingwood	McCowan/Sheppard 	Don Mills Stn	169 Don Mills Stn	First trip
171_0_171	171 Mount Dennis	Mount Dennis Garage	Jane Street	171 Jane 	N/A
171_1_171	171 Mount Dennis	Jane Street	Mount Dennis Garage	171 Mount Dennis	N/A
175_0_175	175 Bluffer's Park	Kennedy Stn	Scarborough Bluffs Beach Loop	175 Bluffer's Park	Weekend & Holiday Service only 
175_1_175	175 Bluffer's Park 	Scarborough Bluffs Beach Loop	Kennedy Stn	175 Kennedy Stn	Weekend & Holiday Service only
176_0_176am	176 Mimco GO 	Newcastle/Windsor (Mimico GO) 	Parklawn Loop	176 Parklawn	Weekday Service only
176_1_176am	176 Mimico GO	Parklawn Loop	Newcastle/Windsor (Mimico GO) 	176 Mimico GO 	Weekday Service only
176_0_176pm	176 Mimco GO 	Newcastle/Windsor (Mimico GO) 	Parklawn Loop	176 Parklawn	Weekday Service only
176_1_176pm	176 Mimico GO	Parklawn Loop	Newcastle/Windsor (Mimico GO) 	176 Mimico GO 	Weekday Service only
185_0_185	185 Don Mills Rocket 	Freshmeadow/Don Mills (Steeles)	Pape Stn	185 Pape Stn	via Don Mills Stn/Replace by 925 Don Mills Express
185_1_185	185 Don Mills Rocket 	Pape Stn	Freshmeadow/Don Mills (Steeles)	185 Freshmeadow/Don Mills 	via Don Mills Stn/Replace by 925 Don Mills Express
186_0_186	186 Wilson Rocket 	Humber College Bus Terminal 	York Mills Stn	186 York Mills Stn	via Wilson Stn
186_1_186	186 Wilson Rocket 	York Mills Stn 	Humber College Bus Terminal 	186 Humber College 	via Wilson Stn
188_0_188am	188 Kipling South Rocket 	Kipling Stn	Lakeshore 	188 Lakeshore 	N/A
188_1_188am	188 Kipling South Rocket 	Lakeshore 	Kipling Stn 	188 Kipling Stn	N/A
188_0_188	188 Kipling South Rocket 	Kipling Stn	Lakeshore 	188 Lakeshore 	N/A
188_1_188	188 Kipling South Rocket 	Lakeshore 	Kipling Stn 	188 Kipling Stn	N/A
188_0_188pm	188 Kipling South Rocket 	Kipling Stn	Lakeshore 	188 Lakeshore 	N/A
188_1_188pm	188 Kipling South Rocket 	Lakeshore 	Kipling Stn 	188 Kipling Stn	N/A
190_0_190	190 Scarborough Centre Rocket	Don Mills Stn	Scarborough Centre 	190 Scarborough Centre 	Replace by 985A Sheppard East Express
190_1_190	190 Scarborough Centre Rocket	Scarborough Centre 	Don Mills Stn	190 Don Mills Stn	Replace by 985A Sheppard East Express
191_0_191B	191 Highway 27 Rocket	Steeles	Kipling Stn	191B Kipling Stn	via Humber College/Replace by 927B Highway 27 Express
191_1_191B	191 Highway 27 Rocket	Kipling Stn	Steeles	191B Steeles	via Humber College/Replace by 927B Highway 27 Express
191_0_191C	191 Highway 27 Rocket	Steeles	Kipling Stn	191C Kipling Stn	via Attwell and Humber College/Replace by 927C Highway 27 Express
191_1_191C	191 Highway 27 Rocket	Kipling Stn	Steeles	191C Steeles	via Attwell and Humber College/Replace by 927C Highway 27 Express
191_0_191Dam	191 Highway 27 Rocket	Steeles	Kipling Stn	191D Kipling Stn	via Royalcrest Road/Replace by 927D Highway 27 Express
191_1_191Dam	191 Highway 27 Rocket	Kipling Stn	Steeles	191D Steeles	via Royalcrest Road/Replace by 927D Highway 27 Express
191_0_191Dpm	191 Highway 27 Rocket	Steeles	Kipling Stn	191D Kipling Stn	via Humber College/Replace by 927D Highway 27 Express
191_1_191Dpm	191 Highway 27 Rocket	Kipling Stn	Steeles	191D Steeles	via Humber College/Replace by 927D Highway 27 Express
191_1_MGHY	191 Highway 27 Rocket	Martin Grove/Royalcrest Road	Steeles	191D Steeles	N/A
192_0_192	192 Airport Rocket 	Pearson Airport (Terminal 3)	Kipling Stn	192 Kipling Stn	N/A
192_1_192	192 Airport Rocket 	Kipling Stn	Pearson Airport (Terminal 3)	192 Pearson Airport 	N/A
193_0_193	193 Exhibition Rocket	CNE Dufferin Gates	Dundas West Stn	193 Dundas West Stn	CNE Service Non Stop Express
193_1_193	193 Exhibition Rocket	Dundas West Stn 	CNE Dufferin Gates	193 West Entrance	CNE Service Non Stop Express
195_0_195	195 Jane Rocket 	Pioneer Village Stn	Jane Stn	195 Jane Stn	N/A
195_1_195	195 Jane Rocket 	Jane Stn	Pioneer Village Stn	195 Pioneer Village Stn	N/A
195_1_195A	195 Jane Rocket	Jane Stn	Steeles	195A Steeles	N/A
195_1_195fj	195 Jane Rocket 	Jane Stn	Finch	195S Finch	N/A
195_0_js195	195 Jane Rocket	Jane Street	Jane Stn	195 Jane Stn	N/A
198_0_198	198 UfTS Rocket 	Kennedy Stn	U of T Scarborough 	198 U of T Scarborough 	Replace by 905 Eglinton East Express
198_1_198	198 UfTS Rocket 	U of T Scarborough	Kennedy Stn	198 Kennedy Stn	Replace by 905 Eglinton East Express
199_0_199A	199 Finch Rocket	Finch Stn	Scarborough Centre 	199A Scarborough Centre 	Replace by 939A Finch Express
199_1_199A	199 Finch Rocket	Scarborough Centre 	Finch Stn	199A Finch Stn	Replace by 939A Finch Express
199_0_199B	199 Finch Rocket	Finch West Stn	Scarborough Centre 	199B Scarborough Centre 	via Finch Stn / Weekday Service only/Replace by 939B Finch Express
199_1_199B	199 Finch Rocket	Scarborough Centre 	Finch West Stn	199B Finch West Stn	via Finch Stn / Weekday Service only/Replace by 939B Finch Express
199_0_199C	199 Finch Rocket	Finch Stn	Morningside Heights	199C Morningside Heights	Weekday Service only/Replace by 939C Finch Express
199_1_199C	199 Finch Rocket	Morningside Heights	Finch Stn	199C Finch Stn	Weekday Service only/Replace by 939C Finch Express
199_1_MCCO	199 Finch Rocket 	McCowan/Sheppard 	Finch West Stn	199B Finch West Stn	N/A
300_0_300A	300 Bloor-Danforth 	Warden Avenue	Pearson Airport (Terminal 3)	300A Pearson Airport	bypass Kipling Stn
300_1_300A	300 Bloor-Danforth 	Pearson Airport (Terminal 3)	Warden Avenue	300A Warden 	bypass Kipling Stn
300_0_300B	300 Bloor-Danforth 	West Mall	Transway (Kennedy Stn)	300B Kennedy Stn	bypass Kipling Stn
300_1_300B	300 Bloor-Danforth 	Transway (Kennedy Stn)	West Mall	300B West Mall	bypass Kipling Stn
300_0_300A*	300 Bloor-Danforth 	Warden	Pearson Airport (Terminal 3)	300A Pearson Airport	via Kipling Stn
300_1_300A*	300 Bloor-Danforth 	Pearson Airport (Terminal 3)	Warden	300A Warden via Kipling Stn	via Kipling Stn
300_0_300B*	300 Bloor-Danforth 	Pearson Airport (Terminal 3)	Kennedy Stn	300B Kennedy Stn	via Kipling Stn
300_1_300B*	300 Bloor-Danforth 	Transway (Kennedy Stn)	West Mall	300B West Mall	via Kipling Stn
300_0_300Ake	300 Bloor-Danforth	Pearson Airport (Terminal 3)	Kennedy Stn	300B Kennedy Stn 	bypass Kipling Stn
300_1_KPEM	300 Bloor-Danforth 	Pearson Airport	Kennedy Stn	300B Kennedy Stn	bypass Kipling Stn
300_1_300kp	300 Bloor-Danforth 	Kipling Stn	East Mall	300B East Mall	last trip
300_1_300Bkp	300 Bloor-Danforth 	Warden	Kipling Stn	300K Kipling Stn	last trip
300_0_ba300	300 Bloor-Danforth	West Mall	Kennedy Stn	300 Kennedy Stn	End at Kennedy Stn?
300_0_ba300B	300 Bloor-Danforth 	West Mall	Kennedy Stn	300B Kennedy Stn	bypass Kipling Stn
300_0_MSKE	300 Bloor-Danforth 	Bathurst 	Danforth/Landry	300A Warden	N/A
300_0_MSDD	300 Bloor-Danforth 	Main Street Stn	Kennedy Stn	300 Kennedy Stn	N/A
300_0_LSPS	300 Bloor-Danforth	Lansdowne Stn	Don Mills Stn	300 Don Mills Stn	N/A
300_1_T1T3	300 Bloor-Danforth 	Pearson Airport (Terminal 1)	Pearson Airport (Terminal 3)	300 Terminal 3	Sign based on next trip
300_1_300la	300 Bloor-Danforth 	Pearson Airport (Terminal 1)	Pearson Airport (Terminal 3)	Various	N/A
300_1_KEPS	300 Bloor-Danforth 	Danforth and Warden	Landsdowne Stn	300S Lansdowne Stn	N/A
300_1_BSKP	300 Bloor-Danforth 	Kennedy Stn	Pape Stn	300S Pape Stn	N/A
300_1_CSJN	300 Bloor-Danforth	Coxwell Stn	Keele Stn	300S Keele Stn	N/A
300_1_PSJN	300 Bloor-Danforth	Pape Stn	Pearson Airport (Terminal 3)	300A Pearson Airport	via Kipling Stn
300_1_CSDW	300 Bloor-Danforth	Coxwell Stn	Dundas West Stn	300S Dundas West Stn	N/A
300_0_300Bdd	300 Bloor-Danforth 	Broadview Stn	Kipling Stn	300K Kipling Stn	N/A
300_0_kp300	300 Bloor-Danforth 	East Mall/Bloor	Danforth and Warden	300 Warden	N/A
300_0_EMKP	300 Bloor-Danforth 	East Mall/Bloor	Kipling Stn	300K Kipling Stn	Last Trip
301_0_301	301 Queen	Neville Park Loop	Long Branch Loop	301 Long Branch	N/A
301_1_301	301 Queen	Long Branch Loop	Neville Park Loop	301 Neville Park	N/A
301_1_NECQ	301 Queen	Neville Park Loop	Connaught & Queen	301S Connaught 	Last Trip 
301_0_LOCQ	301 Queen	Long Branch Loop	Connaught & Queen	301S Connaught 	Last trip
302_0_302	302 Kingston Rd-McCowan	Steeles/McCowan Loop	Bingham Loop	302 Bingham	N/A
302_1_302	302 Kingston Rd-McCowan	Bingham Loop	Steeles/McCowan Loop	302 Victoria Park	N/A
302_0_BIDA	302 Kingston Rd-McCowan	Bingham Loop	Steeles/McCowan Loop	302 Steeles	final trip
304_0_304	304 King	Dundas West Stn	Broadview Stn	304 Broadview 	N/A
304_1_304	304 King	Broadview Stn	Dundas West Stn	304 Dundas West	N/A
304_1_BSBR	304 King	Broadview Stn	Broadview/Queen	304S Queen	Final Trip
304_0_304br	304 King	Dundas West Stn	Broadview/Queen	304S Queen	Final Trip
306_0_306	306 Carlton 	Dundas West Stn	Main Street Stn	306 Main Street Stn	N/A
306_1_306	306 Carlton	Main Street Stn	Dundas West Stn	306 Dundas West Stn	N/A
306_0_306bus	306 Carlton	Dundas West Stn	Victoria Park Stn	306 Victoria Park Stn	N/A
306_1_306bus	306 Carlton	Victoria Park Stn	Dundas West Stn	306 Dundas West Stn	N/A
306_0_306buscon	306 Carlton	Dundas West Stn	Victoria Park Stn	306 Victoria Park Stn	N/A
306_1_306buscon	306 Carlton	Victoria Park Stn	Dundas West Stn	306 Dundas West Stn	N/A
307_0_307	307 Bathurst	Exhibition Loop	Greenwin Village (Steeles)	307 Steeles	N/A
307_1_307	307 Bathurst	Greenwin Village (Steeles)	Exhibition Loop	307 Exhibition	N/A
310_0_310	310 Spadina	Union Stn	Spadina Stn	310 Spadina Stn	N/A
310_1_310	310 Spadina	Spadina Stn	Union Stn	310 Union Stn	N/A
312_0_312	312 St Clair	Yonge St (St Clair Stn)	Edna Ave (Dundas West Stn)	312 St Clair Stn	N/A
312_1_312	312 St Clair	Edna Ave (Dundas West Stn)	Yonge St (St Clair Stn)	312 Dundas West Stn	N/A
