vehicle	group	manufacturer	model	division	powertrain	status	thumbnail
2272	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2273	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2274	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2275	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2276	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2277	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2278	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2279	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2280	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2281	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2282	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2283	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2284	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2285	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2286	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2287	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2288	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2289	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2290	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2291	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2292	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
